response_id,submitted_at,language,anonymity,respondent_types,may-3-9,may-10-16,may-17-23,may-24-30,may-31-jun-6,jun-7-13,jun-14-20,jun-21-27,jun-28-jul-4,jul-5-11,sep-6-12,sep-13-19,sep-20-26,sep-27-oct-3,oct-4-10,oct-11-17,comment
c1303ae8-a8cf-4330-9a83-2158fad59420,2026-08-24T12:33:56Z,es,Identified,builder-barrio|strike,build-barrio|event,build-barrio|event|org-strike,build-barrio|event,event,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,event,build-barrio|build-event|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|event|org-strike,He elegido las fechas según la posibilidad de cogerme más o menos vacaciones en el trabajo. Intentando cuadrar los máximos días para poder ir antes/después al montaje o strike.
e21be34f-b515-4234-b683-a82757483c3c,2026-08-24T12:49:31Z,fr,Identified,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,build-barrio,build-barrio|event,build-barrio|event,build-barrio|event,
35cdbf2f-0fb0-475f-aeab-b09de134fae3,2026-08-24T12:57:16Z,en,Identified,want-to-come|other-burns,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,event,event,event,2026 was my first Elsewhere. It was so hot I wasn't planning on coming again. Changing to a date in a much milder time of year will make a huge difference for me to consider returning.
441e953c-6b3d-4400-a3e4-7f1601ba1b18,2026-08-24T13:16:30Z,en,Identified,want-to-come|builder-barrio|strike,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,this year was too hot. i wouldn't mind cool evenings
0b26be6a-586d-4c54-a7d8-b7d84c3f6e53,2026-08-24T13:20:50Z,fr,Identified,want-to-come|builder-org|builder-barrio|strike,event,event,event,event,event,event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|event|org-strike,event,event,event,event,event,"I think elsewhere should stay as it is now. We like it because it's hot. Practicing survival in climate change. Solidarité. Light clothes. I'm ready to commit everything it needs for it to exist in harder future times: solar ovens, digging into the ground for earth fridges and cold water storage, fire prevention mecanisms...

Holding solidarity with the birds seems important to me and september is too cold."
4accef2f-5385-463c-a12d-3ff579685a56,2026-08-24T13:23:29Z,es,Anonymous,want-to-come,cannot,cannot,cannot,build-barrio|build-event,build-barrio|build-event|event,event|org-strike,org-strike,cannot,cannot,cannot,build-barrio|build-event,event,org-strike,cannot,cannot,cannot,
92c15636-c718-41b7-a741-0f2cfbd5eac3,2026-08-24T13:34:54Z,en,Identified,want-to-come|builder-barrio|other-burns,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|event,cannot,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|event,cannot,"I would personally like to see the date moved to earlier in the year like in May to have a ""beginning of the burn season"" feel and maybe shift the workload of more dedicated contributors forward, so they're less likely to be coordinating contributions for 2+ burns simultaneously."
1ae2e377-2db9-4a7e-acfd-d75575953c4d,2026-08-24T13:38:29Z,en,Identified,want-to-come|builder-barrio,cannot,cannot,cannot,build-barrio,build-barrio|event,build-barrio|event,build-barrio|event,event,cannot,cannot,build-barrio,event,cannot,cannot,cannot,cannot,
d926e275-fc96-4f1e-b516-8997256a435a,2026-08-24T13:41:59Z,en,Identified,want-to-come,event,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
35619882-ade3-4c4b-a95d-2d6ec69d9eb4,2026-08-24T13:45:00Z,en,Identified,builder-barrio,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,
02fc57c3-28bf-45c0-8e33-b130e44916bc,2026-08-24T13:46:27Z,es,Identified,want-to-come|builder-barrio,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,Gracias!
6e2647b3-18dc-4961-898e-2e86a68cd0c1,2026-08-24T13:53:00Z,en,Anonymous,want-to-come|builder-org|builder-barrio|strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event,cannot,cannot,cannot,build-barrio|build-event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,
78be4f79-69c4-46b7-93e6-0bcb3bfcd0fa,2026-08-24T13:53:11Z,en,Identified,want-to-come|builder-barrio|other-burns,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,cannot,cannot,event,event,event,event,
c4585329-37b0-4bf5-8097-d04775c91595,2026-08-24T13:56:46Z,en,Identified,want-to-come|builder-org|other-burns,build-barrio|build-event|cannot|org-strike,build-barrio|build-event|cannot|org-strike,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,build-barrio|build-event|cannot|org-strike,build-barrio|build-event|cannot|org-strike,you're the best
7a328cde-a9f0-4beb-b913-c5eef1bcc4a5,2026-08-24T13:59:58Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,event,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|event,event,event,cannot,cannot,event,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,"Greek burn is early to mid September. 
Other dates than hot-as-fuck super welcome. "
5afdb49c-0273-4749-8853-0a9020bc6ff6,2026-08-24T14:05:23Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|event,cannot,
e0cf22cc-b452-44f3-be7b-b547513d2356,2026-08-24T14:12:19Z,en,Identified,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,
710a8424-3566-4e80-8ffe-cf50ba02ecc3,2026-08-24T14:12:53Z,ca,Identified,want-to-come,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,event,cannot,"Principalment per la calor i el risc d'incendi. Crec que es podrà gaudir molt més de l'Elsewhere si ho fem en un altre moment que no sigui tant límit, tant per l'espai com per les persones. Moltes gràcies per proposar canvi de dates, crec que és rellevant fer-ho. "
ef0601fa-2a4b-4ce0-9530-8a44ddd88dbf,2026-08-24T14:14:47Z,es,Identified,want-to-come|other-burns,cannot,event,event,cannot,cannot,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,"Dentro de que hay muchos factores que son importantes, a uno de los que más valores le doy es el tema del calor. Teniendo en cuenta el resto de información que vosotros sabéis mejor que nadie, escogería una fecha fuera de finales de junio hasta principios de septiembre por el tema del calor. Gracias"
2c77f81c-f3be-410b-8723-37dc790e2d83,2026-08-24T14:15:58Z,es,Identified,want-to-come,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,
db000a8b-a37d-4b69-8ab2-5585bd274244,2026-08-24T14:17:19Z,en,Identified,want-to-come|builder-barrio,cannot,cannot,cannot,cannot,build-barrio|event,event,cannot,cannot,cannot,build-barrio,event,cannot,cannot,cannot,cannot,cannot,I selected dates that don´t clash with the extreme heat. This was a factor that would make me not come anymore to Nowhere. It was my 5th Nowhere/Elsewhere but this year I suffered too much from the heat. Also I like to go to Whole Festival and Fusion Festival so I´m looking for dates  that have minimum 2 weeks distance from them 
62b240c0-5270-4d1c-a777-5553d994f8db,2026-08-24T14:22:26Z,en,Identified,want-to-come|builder-barrio|strike|other-burns,cannot,build-barrio|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|event,cannot,build-barrio|event,cannot,cannot,build-barrio|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,cannot,"I don't think the cold is an issue, burning man Navada is good as it's cold at night to offset the days heat. You wear your fake fur, it's sexy. 
Rain is a bigger issue than cold, so prefer post July dates not before July. "
1f903afd-89bd-4f12-ab9f-2aee3d9ad45a,2026-08-24T14:22:33Z,en,Identified,want-to-come|strike,event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,cannot,event|org-strike,event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,event|org-strike,event|org-strike,
d0216966-cb0e-4c28-b821-73c73bee7f3d,2026-08-24T14:24:39Z,fr,Identified,want-to-come|strike|other-burns,cannot,cannot,cannot,cannot,event|org-strike,event|org-strike,event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
84b56cf6-0cbe-42bb-a98f-96d75c75966c,2026-08-24T14:42:07Z,en,Identified,want-to-come|builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,I'm a teacher so only available from 1-7 to 31-8
7334d061-72c6-43e9-8307-d0a6f5b95992,2026-08-24T14:48:47Z,en,Identified,want-to-come,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,
510dc73e-c435-41ae-ad2f-82ec5b387ebc,2026-08-24T14:56:41Z,en,Identified,want-to-come|builder-org|builder-barrio,cannot,cannot,cannot,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,cannot,cannot,cannot,cannot,build-barrio|build-event|event,build-barrio|build-event|event,cannot,cannot,cannot,El evento al principio del verano seria maravilloso
4b8dcbdc-3f9f-4780-8b16-210d340d479d,2026-08-24T15:19:46Z,fr,CompletionTracked,builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio,build-barrio,cannot,cannot,cannot,cannot,cannot,cannot,
44f9181f-f6ad-4a68-9674-60d6f4eb769f,2026-08-24T15:30:32Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,"For me it’s not a matter of could come or not - whatever it ends up being I will make sure I’m able to be there. 

Laye June or any week in September gets my votes! "
4d1775f3-b69f-4660-a19e-41362a35c60b,2026-08-24T15:39:32Z,de,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,
5d0f121a-9943-4a2c-b2b8-b2b4eb2a78b7,2026-08-24T15:49:50Z,en,Identified,want-to-come|builder-org|builder-barrio|strike|other-burns,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-event|event,cannot,build-barrio|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-event|event,build-event|event,build-event|event,cannot,cannot,cannot,cannot,cannot,
d0d884f6-f03c-4d51-916b-d89b533509cc,2026-08-24T15:52:56Z,en,Anonymous,want-to-come|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,
60628604-df68-4e0a-a90b-9f6b8a2431b3,2026-08-24T15:54:51Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,event,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,event,event,build-barrio|event,cannot,cannot,cannot,cannot,build-barrio|build-event|event,build-barrio|build-event|event,"I love the heat and feel like it should remain a summer burn. Earlier in the summer is better than later, because in September most people are tired after a summer of travelling and other burns / festivals, and it would feel like there would be less energy / excitement leading up to the event. "
7620ca95-c2cb-42da-b823-96b4ce80ba12,2026-08-24T15:55:34Z,en,Identified,want-to-come|builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,"Answered the survey but actually no real idea of what will happen (for me) in 2027. Anyway, many thanks to everyone involved, whoever came or will. "
1ad36ff8-ca10-4159-8f80-ed71909bc305,2026-08-24T16:07:35Z,en,Identified,want-to-come,event,event,cannot,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
5b30539f-da81-4446-93f6-bf6d90fc1b9b,2026-08-24T16:08:18Z,en,Identified,want-to-come|builder-barrio|other-burns,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event,build-barrio|event,event,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event,build-barrio|event,
0b79aad4-05d9-4c8d-8741-d9acf56a1a18,2026-08-24T16:16:09Z,fr,Identified,want-to-come|builder-org|strike,build-event|event,event,event,event,event,event,event,event,cannot,cannot,event,event,event,event,event,event,
51b8cf2b-e408-406f-a071-43947b7f2f9a,2026-08-24T16:20:11Z,en,Identified,want-to-come|builder-barrio|strike,cannot,cannot,cannot,cannot,event,event,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,event,build-barrio|event,cannot,cannot,cannot,"I'm torn  if I should select any of the May or October options, I would probably come, but it's cold for me so I'm not 100% sure."
5ddf9915-aa1c-4f9e-ab4c-89da0e0bd7f5,2026-08-24T16:31:52Z,en,Identified,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|build-event|event,event,event,build-barrio|event,build-barrio|event,event,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,
9e5288ff-c917-42f5-82c7-1910a129519a,2026-08-24T16:35:51Z,de,Anonymous,want-to-come,cannot,cannot,cannot,cannot,cannot,event,event,event,cannot,cannot,event,cannot,event,event,event,event,
a9b3bbc9-6460-4de4-8bc1-b1b2486b52ba,2026-08-24T16:38:17Z,fr,Identified,want-to-come|builder-org,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,build-event|event,cannot,cannot,cannot,cannot,event,build-event|event,I would participate anyway between may and july but I believe it shouldn't be too early.  It has to be hot and dry else we lost part of the desert vibe. 
37837974-dd6a-47bb-80b1-4332786d47b0,2026-08-24T16:44:45Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,build-barrio|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,
fefd7283-dcdd-4256-bf4d-429a626dcd36,2026-08-24T16:51:27Z,en,Anonymous,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,event,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,event,cannot,cannot,
c11ce396-7e9c-4012-9532-8df0e40b4da7,2026-08-24T16:57:12Z,en,Anonymous,want-to-come|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,
858c1325-3f29-407d-8452-a8b261921807,2026-08-24T17:02:27Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,cannot,cannot,event,cannot,cannot,cannot,cannot,build-barrio|build-event|cannot|event|org-strike,build-barrio|build-event|cannot|event|org-strike,build-barrio|build-event|cannot|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,We survived July once we can do it again
fa160dd1-e53c-44af-a17c-b346f89096f4,2026-08-24T17:13:39Z,fr,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,org-strike,org-strike,event,event,event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,Merci pour cette initiative ! 🙏 Je taffe beaucoup en septembre donc moins possible de poser deux semaines d'affilées mais ça me paraît plus propice de faire l'évent là que en pleine saison des incendies (et des malaises !). Aussi je préfère faire des workshops en intérieur quand il pleut que de ne pas bouger un orteil de la journée pc il fait trop chaud..  
906ddc3a-464b-455e-ab8a-298cfc261621,2026-08-24T17:15:47Z,fr,Identified,want-to-come,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,cannot,cannot,cannot,cannot,cannot,cannot,
9b3d61c7-3058-4b9f-b205-fcec908bbd10,2026-08-24T17:19:23Z,en,Identified,want-to-come|builder-barrio|strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
f1177cb8-a286-4c99-b23b-79a1a06e1445,2026-08-24T17:25:24Z,en,Identified,want-to-come|builder-org|builder-barrio|other-burns,cannot,cannot,cannot,cannot,build-barrio|build-event,event,cannot,cannot,cannot,cannot,build-barrio|build-event|cannot|event,event,event,event,event,event,
f26c8b89-cf14-4bdd-90bd-688493125653,2026-08-24T17:27:46Z,en,Anonymous,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,Lowest chance of fire and rain are absolutely preferred! 
ba25fb70-1215-4602-b694-63ed3c025f47,2026-08-24T17:36:25Z,en,Identified,want-to-come|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,build-barrio|event,build-event|event,build-event|event,build-event|event,cannot,cannot,cannot,"Based on the data provided, personaly I would have a preference for early September date."
58500113-ab9b-4605-a4d1-f8610b059563,2026-08-24T17:46:04Z,en,Identified,want-to-come,event,event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,cannot,cannot,build-barrio|event,event,event,cannot,cannot,"Late may and early September are my optimal choices, minimising health risks from the heat and still getting decent weather and plenty of sun. "
dad88c37-41e5-47a1-b6c2-38ce3d0de91e,2026-08-24T18:03:58Z,en,Anonymous,want-to-come|builder-barrio|strike|other-burns,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,
5278216e-6214-4d82-bbd8-7c9578292e89,2026-08-24T18:08:28Z,fr,Identified,want-to-come|builder-org|builder-barrio,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,build-barrio|build-event|event,"Je n'ai aucune flexibilité sur mes dates de vacances du printemps ayant des cours ou des examens en mai / juin (impossibilité certaine pour moi de participer). Je n'ai pas de certitude de pouvoir participer à l'automne, mais c'est plus probable qu'avant l'été. "
14fbb5fc-16dc-4ad8-a2a1-6862f8062476,2026-08-24T18:28:13Z,en,Identified,want-to-come|other-burns,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,event,The decision for dates was based mainly on heat and wildfire risk
449ebce6-acf3-42f1-bd9d-85dae504f925,2026-08-24T18:39:11Z,fr,Identified,want-to-come,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event,
e278ae9e-657f-4809-8fd6-94ed158bb27b,2026-08-24T18:53:33Z,en,Identified,want-to-come|builder-barrio|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|event,build-barrio|event,cannot,cannot,cannot,event,event,event,
31bd4ce5-d2a5-48a9-b21e-c3dca441ab37,2026-08-24T18:57:25Z,en,Identified,want-to-come,event,cannot,cannot,event,cannot,cannot,cannot,event,event,event,event,cannot,cannot,cannot,cannot,cannot,
37fc98be-f5ea-4446-8164-7060e110155c,2026-08-24T19:01:51Z,en,Anonymous,want-to-come,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,
01f65bfb-220f-4399-aaaa-71f690a922ec,2026-08-24T19:26:06Z,en,Anonymous,want-to-come|builder-org|builder-barrio|other-burns,event,event,event,event,event,event,cannot,cannot,cannot,cannot,cannot,event,event,build-event,event,build-barrio,In winter when is green it could also be nice 
c555d013-ada6-4dae-af74-3c442559a7b7,2026-08-24T19:27:20Z,fr,Identified,want-to-come|builder-org|builder-barrio,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,"Ce que j'aime de ce burn, c'est la chaleur, je n'ai pas envie d'avoir froid et devoir porter des vêtements. "
6ca699a1-ea7d-44d9-b634-3d1c34b1f9ff,2026-08-24T19:27:42Z,en,Identified,builder-barrio,build-barrio|event,build-barrio|event,build-barrio|event,event,event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,event,event,event,event,event,event,I can't wait until October. I want to go into the summer with the Elsewhere vibe of love :):)
ace8c5bc-bf60-4c98-b4fa-3f16aae8f43e,2026-08-24T19:28:03Z,fr,Identified,want-to-come|builder-org|builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,"I love dry heat. This is the reason why I love  Elsewhere. I love to not have to wear clothes during the day, and I love to not have to bring / wear something warm at night. I don’t like rain and these are the 2 periods of the year when it rains the least."
7b36a6bc-8d46-4dec-bfbf-9ae492f7b586,2026-08-24T19:43:45Z,fr,Anonymous,want-to-come|builder-barrio|other-burns,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,org-strike,org-strike,Le 10 juillet j’ai un anniversaire très important pour moi 
51361562-baa3-46c0-9dd6-871feeb4a17a,2026-08-24T19:43:55Z,de,Anonymous,want-to-come|builder-barrio|strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,
a48d4800-dae5-4006-a055-5697bb11ce31,2026-08-24T19:57:08Z,en,Identified,want-to-come|builder-barrio|other-burns,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,cannot,cannot,cannot,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,build-barrio|event,"Mid-June is not ideal as Hellfest is happening at this time of year, and i don't want to have to choose."
20444529-d961-4a4f-9be4-89217dce6ef9,2026-08-24T20:06:28Z,en,Identified,want-to-come,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,cannot,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,build-barrio|event|org-strike,cannot,cannot,
9cc3e93d-1b2f-40d2-8abd-2dccef72e5ec,2026-08-24T20:07:23Z,fr,Anonymous,want-to-come|other-burns,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,event,event,event,event,event,
e2d3c4a3-2fad-45ed-bb7c-8f0ae75bf60d,2026-08-24T20:07:34Z,fr,Anonymous,want-to-come|other-burns,cannot,cannot,cannot,cannot,cannot,cannot,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,build-barrio|build-event|event|org-strike,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
23c8658a-5cd6-4789-bbd1-34e5a86eb371,2026-08-24T20:18:49Z,fr,Anonymous,want-to-come|other-burns,event,cannot,cannot,cannot,cannot,cannot,event,event,event,event,event,event,cannot,cannot,event,event,
1afa5809-e77d-488a-8bf6-cc1d38892d8a,2026-08-24T20:20:22Z,en,Anonymous,want-to-come|builder-org|strike|other-burns,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,cannot,cannot,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,build-event|event|org-strike,
2b060e14-9e41-4ce3-aa00-c5d1298e6f4a,2026-08-24T20:24:31Z,es,Anonymous,builder-barrio|strike,cannot,cannot,cannot,cannot,cannot,build-event,build-barrio,event,org-strike,cannot,event,event,cannot,cannot,cannot,cannot,My job finish in the middle of june
12203901-b0fd-4ee6-9d68-6b69ba9c09ca,2026-08-24T20:28:18Z,de,Identified,want-to-come|builder-barrio|other-burns,build-event|event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,build-event|event,cannot,cannot,cannot,cannot,cannot,cannot,"Ich bin an französische Ferientermine gebunden, und da sind die Termine sehr eingeschränkt. Ich würde für mich das Risiko einer annulation eingehen."
13acd0ae-da22-4bd5-b587-911291cd451e,2026-08-24T20:29:47Z,de,Identified,want-to-come,cannot,cannot,cannot,cannot,cannot,cannot,cannot,event,cannot,cannot,cannot,cannot,cannot,cannot,cannot,cannot,
